4
0.133
4
0.146
4
0.153
4
0.126
4
0.131
4
0.133
4
0.138
4
0.141
8
0.151
8
0.140
8
0.139
8
0.129
8
0.124
8
0.138
8
0.131
8
0.135
16
0.166
16
0.162
16
0.136
16
0.135
16
0.135
16
0.153
16
0.169
16
0.135
32
0.197
32
0.202
32
0.211
32
0.202
32
0.206
32
0.170
32
0.213
32
0.132
64
0.394
64
0.357
64
0.399
64
0.132
64
0.380
64
0.482
64
0.414
64
0.384
128
0.126
128
0.126
128
1.252
128
1.366
128
1.260
128
1.327
128
0.141
128
1.258
256
4.753
256
4.805
256
4.764
256
4.867
256
4.561
256
4.600
256
4.911
256
4.779
512
0.132
512
18.663
512
18.687
512
18.969
512
18.503
512
18.666
512
18.362
512
0.108
1024
